Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
236,Splatoon,TMSales20,2015.0,Rotary Actuators,Bayu,1.55,1.15,1.44,0.43,4.57
237,The Last of Us,TMSales11,2014.0,Directional Control Valves,Ferdi,1.78,1.87,0.07,0.82,4.55
238,Guitar Hero III: Legends of Rock,TMSales5,2007.0,Vacuum Equipment,Febby,3.19,0.92,0.01,0.42,4.53
239,Madden NFL 2005,TMSales7,2004.0,Air Cylinders,Amir,4.18,0.26,0.01,0.08,4.53
240,Pitfall!,TMSales16,1981.0,Electric Actuators,Febby,4.21,0.24,0.0,0.05,4.5
241,Madden NFL 07,TMSales7,2006.0,Air Cylinders,Amir,3.63,0.24,0.01,0.61,4.49
242,Spider-Man: The Movie,TMSales7,2002.0,Directional Control Valves,Febby,2.71,1.51,0.03,0.23,4.48
243,Dragon Quest VII: Warriors of Eden,TMSales13,2000.0,Fittings/Tubing,Enix Corporation,0.2,0.14,4.1,0.02,4.47
244,Uncharted: The Nathan Drake Collection,TMSales11,2015.0,Directional Control Valves,Ferdi,1.96,1.69,0.08,0.74,4.47
245,Call of Duty: Advanced Warfare,TMSales6,2014.0,Rotary Actuators,Febby,1.54,1.94,0.19,0.77,4.45
246,God of War,TMSales7,2005.0,Directional Control Valves,Ferdi,2.71,1.29,0.02,0.43,4.45
247,Nintendo Land,TMSales20,2012.0,Vacuum Equipment,Bayu,2.55,1.11,0.46,0.33,4.44
248,Michael Jackson: The Experience,TMSales1,2010.0,Vacuum Equipment,Andrias,2.67,1.35,0.01,0.39,4.42
249,Tony Hawk's Pro Skater 3,TMSales7,2001.0,Air Cylinders,Febby,2.66,1.29,0.01,0.46,4.41
250,Winning Eleven: Pro Evolution Soccer 2007,TMSales7,2006.0,Air Cylinders,Rizal,0.1,2.39,1.05,0.86,4.39
251,The Elder Scrolls IV: Oblivion,TMSales5,2006.0,Fittings/Tubing,Faisal,2.82,1.05,0.13,0.4,4.39
252,Zelda II: The Adventure of Link,TMSales2,1987.0,Lubrication,Bayu,2.19,0.5,1.61,0.08,4.38
253,Need for Speed: Most Wanted,TMSales7,2005.0,Switches/Sensors,Amir,2.03,1.79,0.08,0.47,4.37
254,Resistance: Fall of Man,TMSales6,2006.0,Rotary Actuators,Ferdi,1.73,1.73,0.14,0.75,4.35
255,Sonic the Hedgehog,TMSales21,1991.0,Electric Actuators,Amin,3.03,0.91,0.26,0.13,4.34
256,Kingdom Hearts II,TMSales7,2005.0,Fittings/Tubing,Square Enix,2.2,0.58,1.38,0.17,4.33
257,FIFA 14,TMSales5,2013.0,Air Cylinders,Amir,0.92,2.93,0.01,0.46,4.31
258,Call of Duty: Advanced Warfare,TMSales5,2014.0,Rotary Actuators,Febby,2.75,1.18,0.0,0.37,4.31
259,Asteroids,TMSales16,1980.0,Rotary Actuators,Kriston,4.0,0.26,0.0,0.05,4.31
260,Fable II,TMSales5,2008.0,Fittings/Tubing,Agus,2.51,1.27,0.11,0.41,4.31
261,Halo 5: Guardians,TMSales18,2015.0,Rotary Actuators,Agus,2.64,1.2,0.03,0.39,4.26
262,Super Mario 3D World,TMSales20,2013.0,Electric Actuators,Bayu,2.11,1.11,0.72,0.3,4.25
263,Batman: Arkham Asylum,TMSales6,2009.0,Directional Control Valves,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
264,Assassin's Creed: Revelations,TMSales6,2011.0,Directional Control Valves,Andrias,1.41,2.02,0.1,0.72,4.24
265,Namco Museum,TMSales9,2001.0,Vacuum Equipment,Yaqub,3.0,1.11,0.05,0.07,4.24
266,Metal Gear Solid 3: Snake Eater,TMSales7,2004.0,Directional Control Valves,Rizal,1.46,0.0,0.83,1.93,4.23
267,Daxter,TMSales17,2006.0,Electric Actuators,Ferdi,2.45,1.02,0.0,0.75,4.22
268,Warcraft II: Tides of Darkness,TMSales15,1995.0,Accessories,Febby,1.7,2.27,0.0,0.23,4.21
269,The Legend of Zelda: Ocarina of Time,TMSales10,2011.0,Directional Control Valves,Bayu,2.03,1.27,0.62,0.3,4.21
270,FIFA Soccer 06,TMSales7,2005.0,Air Cylinders,Amir,0.78,2.55,0.04,0.84,4.21
271,EyeToy Play,TMSales7,2003.0,Vacuum Equipment,Ferdi,0.88,2.3,0.2,0.83,4.2
272,Uncharted 4: A Thief's End,TMSales11,2016.0,Rotary Actuators,Ferdi,1.3,2.07,0.18,0.65,4.2
273,Gran Turismo 5 Prologue,TMSales6,2007.0,Switches/Sensors,Ferdi,1.28,1.83,0.57,0.53,4.2
274,Assassin's Creed: Revelations,TMSales5,2011.0,Directional Control Valves,Andrias,2.25,1.47,0.04,0.43,4.19
275,Street Fighter IV,TMSales6,2009.0,FRL,Capcom,2.02,1.06,0.58,0.53,4.19
276,FIFA 12,TMSales5,2011.0,Air Cylinders,Amir,0.84,2.79,0.02,0.53,4.19
277,Teenage Mutant Ninja Turtles,TMSales2,1989.0,Directional Control Valves,Palcom,3.38,0.44,0.31,0.04,4.17
278,Excitebike,TMSales2,1984.0,Switches/Sensors,Bayu,2.04,0.48,1.57,0.07,4.16
279,Frogger,TMSales13,1997.0,Directional Control Valves,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16
280,Madden NFL 2003,TMSales7,2002.0,Air Cylinders,Amir,3.36,0.21,0.01,0.56,4.14
281,Watch Dogs,TMSales11,2014.0,Directional Control Valves,Andrias,1.4,1.86,0.11,0.77,4.14
282,Half-Life,TMSales15,1997.0,Rotary Actuators,Vivendi Games,4.03,0.0,0.09,0.0,4.12
283,Super Mario World 2: Yoshi's Island,TMSales8,1995.0,Electric Actuators,Bayu,1.65,0.61,1.76,0.09,4.12
284,FIFA Soccer 07,TMSales7,2006.0,Air Cylinders,Amir,0.71,2.48,0.03,0.89,4.11
285,The Legend of Zelda: Skyward Sword,TMSales1,2011.0,Directional Control Valves,Bayu,2.14,1.2,0.37,0.4,4.1
286,Street Fighter II Turbo,TMSales8,1992.0,FRL,Capcom,1.42,0.51,2.1,0.07,4.1
287,Carnival Games,TMSales1,2007.0,Vacuum Equipment,Faisal,2.13,1.5,0.05,0.42,4.1
288,Fallout 4,TMSales18,2015.0,Fittings/Tubing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,World of Warcraft: The Burning Crusade,TMSales15,2007.0,Fittings/Tubing,Febby,2.57,1.52,0.0,0.0,4.09
290,Fallout: New Vegas,TMSales5,2010.0,Fittings/Tubing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,God of War II,TMSales7,2007.0,Directional Control Valves,Ferdi,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,TMSales5,2007.0,Switches/Sensors,Agus,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,TMSales7,2005.0,Air Cylinders,Rizal,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,TMSales13,1996.0,Vacuum Equipment,Ferdi,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,TMSales7,2000.0,FRL,Yaqub,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,TMSales11,2014.0,Rotary Actuators,Andrias,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,TMSales12,1997.0,Rotary Actuators,Bayu,2.78,0.58,0.64,0.04,4.03
298,Minecraft,TMSales11,2014.0,Vacuum Equipment,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,Golf,TMSales2,1984.0,Air Cylinders,Bayu,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,TMSales6,2008.0,Fittings/Tubing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton and the Diabolical Box,TMSales4,2007.0,Air Preparation,Bayu,0.92,1.78,0.92,0.37,4.0
302,Left 4 Dead 2,TMSales5,2009.0,Rotary Actuators,Amir,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50th Anniversary,TMSales7,2005.0,Vacuum Equipment,Yaqub,2.08,1.35,0.0,0.54,3.98
304,EA Sports Active,TMSales1,2009.0,Air Cylinders,Amir,2.1,1.36,0.06,0.4,3.92
305,Assassin's Creed: Unity,TMSales11,2014.0,Directional Control Valves,Andrias,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,TMSales3,1994.0,Electric Actuators,Bayu,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk's Underground,TMSales7,2003.0,Air Cylinders,Febby,2.29,1.17,0.01,0.42,3.9
308,Assassin's Creed IV: Black Flag,TMSales6,2013.0,Directional Control Valves,Andrias,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,TMSales10,2014.0,Fittings/Tubing,Bayu,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,TMSales6,2006.0,Switches/Sensors,Ferdi,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,TMSales15,2011.0,Fittings/Tubing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
312,Tekken 5,TMSales7,2005.0,FRL,Yaqub,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,TMSales2,1988.0,Fittings/Tubing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
314,Sports Champions,TMSales6,2010.0,Air Cylinders,Ferdi,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,TMSales11,2015.0,Air Cylinders,Faisal,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,TMSales7,2004.0,Air Cylinders,Rizal,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training in Minutes a Day,TMSales4,2007.0,Vacuum Equipment,Bayu,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,TMSales13,1995.0,Vacuum Equipment,Ferdi,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,TMSales3,1992.0,Directional Control Valves,Bayu,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,TMSales4,2009.0,Fittings/Tubing,Bayu,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: Wii Degree,TMSales1,2007.0,Vacuum Equipment,Bayu,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + cats,TMSales10,2011.0,Flow Control,Bayu,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,TMSales11,2015.0,Directional Control Valves,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,TMSales1,2011.0,Air Cylinders,Amin,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jones: The Original Adventures,TMSales5,2008.0,Directional Control Valves,Febby,2.4,1.03,0.0,0.36,3.78
326,Resident Evil Director's Cut,TMSales13,1996.0,Directional Control Valves,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,TMSales17,2007.0,Electric Actuators,Ferdi,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,TMSales1,2013.0,Vacuum Equipment,Andrias,1.98,1.47,0.0,0.32,3.76
329,The Sims: Unleashed,TMSales15,2002.0,Flow Control,Amir,2.03,1.56,0.0,0.17,3.76
330,Super Paper Mario,TMSales1,2007.0,Electric Actuators,Bayu,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,TMSales13,2001.0,Directional Control Valves,Amir,1.37,2.0,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,TMSales11,2015.0,Fittings/Tubing,Yaqub,0.96,2.0,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,TMSales13,1999.0,Directional Control Valves,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,TMSales13,2000.0,Electric Actuators,Ferdi,1.93,1.58,0.0,0.19,3.71
335,FIFA Soccer 2005,TMSales7,2004.0,Air Cylinders,Amir,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,TMSales3,1998.0,Accessories,Bayu,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,TMSales6,2013.0,Rotary Actuators,Amir,1.3,1.51,0.27,0.61,3.69
338,MySims,TMSales4,2007.0,Flow Control,Amir,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,TMSales4,2009.0,Vacuum Equipment,Bayu,0.0,0.0,3.67,0.0,3.67
340,Tony Hawk's Pro Skater 4,TMSales7,2002.0,Air Cylinders,Febby,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,TMSales17,2005.0,Switches/Sensors,Faisal,1.65,1.22,0.0,0.79,3.66
342,Banjo-Kazooie,TMSales12,1998.0,Electric Actuators,Bayu,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,TMSales7,2002.0,Rotary Actuators,Ferdi,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,TMSales1,2008.0,Vacuum Equipment,Febby,2.33,0.97,0.0,0.35,3.65
345,Gran Turismo 6,TMSales6,2013.0,Switches/Sensors,Ferdi,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,TMSales7,2001.0,Electric Actuators,Ferdi,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,TMSales12,1999.0,Flow Control,Bayu,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,TMSales6,2009.0,Air Cylinders,Amir,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,TMSales7,2007.0,Air Cylinders,Rizal,0.05,0.0,0.64,2.93,3.63
350,Call of Duty: Ghosts,TMSales11,2013.0,Rotary Actuators,Febby,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,TMSales7,2005.0,Directional Control Valves,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,TMSales11,2016.0,Rotary Actuators,Andrias,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,TMSales7,2004.0,Rotary Actuators,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,TMSales15,1994.0,Rotary Actuators,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons: Road Rage,TMSales7,2001.0,Switches/Sensors,Amir,2.02,1.17,0.0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,TMSales4,2007.0,Flow Control,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,TMSales19,2001.0,Directional Control Valves,Bayu,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,TMSales7,2005.0,Rotary Actuators,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,TMSales13,2000.0,FRL,Yogi,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,TMSales13,1997.0,Electric Actuators,Fox Interactive,1.57,1.79,0.0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,TMSales7,2006.0,Directional Control Valves,Faisal,1.56,1.4,0.07,0.5,3.54
362,The Getaway,TMSales7,2002.0,Directional Control Valves,Ferdi,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,TMSales13,1997.0,Directional Control Valves,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,TMSales7,2001.0,Rotary Actuators,Amir,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,TMSales7,2005.0,Directional Control Valves,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,TMSales5,2013.0,Rotary Actuators,Amir,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,TMSales5,2010.0,Air Cylinders,Amir,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,TMSales13,2000.0,Directional Control Valves,Yogi,1.96,1.33,0.0,0.23,3.52
369,Spyro 2: Ripto's Rage!,TMSales13,1999.0,Electric Actuators,Ferdi,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,TMSales5,2008.0,Rotary Actuators,Amir,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,TMSales4,2009.0,Air Cylinders,Amin,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,TMSales5,2009.0,Directional Control Valves,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,TMSales8,1996.0,Electric Actuators,Bayu,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,TMSales5,2010.0,Directional Control Valves,Andrias,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,TMSales2,1985.0,Directional Control Valves,Bayu,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,TMSales5,2009.0,Directional Control Valves,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,TMSales4,2006.0,Vacuum Equipment,Bayu,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,TMSales7,,Air Cylinders,Amir,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),TMSales18,2015.0,Rotary Actuators,Amir,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,TMSales5,2010.0,Rotary Actuators,Amir,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,TMSales4,2008.0,Vacuum Equipment,Febby,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,TMSales18,2014.0,Directional Control Valves,Andrias,2.26,0.89,0.0,0.3,3.46
383,Far Cry 3,TMSales6,2012.0,Rotary Actuators,Andrias,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,TMSales10,2013.0,Fittings/Tubing,Capcom,0.0,0.0,3.44,0.0,3.44
385,Borderlands,TMSales5,2009.0,Rotary Actuators,Faisal,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,TMSales7,2002.0,FRL,Yaqub,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,TMSales11,2013.0,Rotary Actuators,Amir,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,TMSales6,2011.0,Electric Actuators,Ferdi,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,TMSales13,1998.0,Directional Control Valves,Faisal,1.13,2.07,0.0,0.22,3.42
390,Final Fantasy III,TMSales8,1994.0,Fittings/Tubing,SquareSoft,0.86,0.0,2.55,0.02,3.42
391,Spider-Man 2,TMSales7,2004.0,Directional Control Valves,Febby,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,TMSales3,1990.0,Switches/Sensors,Bayu,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,TMSales7,2002.0,Air Cylinders,Amir,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,TMSales13,2000.0,Vacuum Equipment,Ferdi,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,TMSales5,2008.0,Directional Control Valves,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,TMSales11,2015.0,Directional Control Valves,Rizal,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,TMSales4,2009.0,Directional Control Valves,Bayu,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,TMSales13,1998.0,FRL,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,TMSales12,2000.0,Directional Control Valves,Bayu,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,TMSales4,2008.0,Air Preparation,Bayu,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,TMSales13,1998.0,Lubrication,Yogi,1.63,1.53,0.0,0.18,3.34
402,Assassin's Creed IV: Black Flag,TMSales5,2013.0,Directional Control Valves,Andrias,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,TMSales4,2006.0,Vacuum Equipment,Bayu,0.0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,TMSales7,2002.0,Rotary Actuators,Amir,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,TMSales7,2002.0,Electric Actuators,Ferdi,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,TMSales1,2012.0,Vacuum Equipment,Bayu,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,TMSales7,2005.0,Directional Control Valves,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,TMSales7,2001.0,Rotary Actuators,Faisal,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,TMSales7,2003.0,Directional Control Valves,Amir,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,TMSales11,2015.0,Directional Control Valves,Andrias,0.8,1.92,0.06,0.5,3.28
411,Destiny,TMSales18,2014.0,Rotary Actuators,Febby,2.13,0.92,0.0,0.23,3.28
412,True Crime: Streets of LA,TMSales7,2003.0,Directional Control Valves,Febby,1.89,1.05,0.02,0.31,3.27
413,Wii Music,TMSales1,2008.0,Vacuum Equipment,Bayu,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),TMSales17,2009.0,Switches/Sensors,Ferdi,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,TMSales10,2015.0,Directional Control Valves,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,TMSales13,1995.0,FRL,Ferdi,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,TMSales18,2015.0,Air Cylinders,Amir,0.88,2.11,0.0,0.23,3.23
418,L.A. Noire,TMSales6,2011.0,Lubrication,Faisal,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,TMSales11,2015.0,Air Cylinders,Amir,2.33,0.3,0.0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,TMSales10,2014.0,Fittings/Tubing,Bayu,0.03,0.0,3.18,0.0,3.22
421,007: Tomorrow Never Dies,TMSales13,1999.0,Rotary Actuators,Amir,1.72,1.33,0.0,0.16,3.21
422,Baseball,TMSales2,1983.0,Air Cylinders,Bayu,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,TMSales8,1995.0,FRL,Bayu,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,TMSales13,2000.0,FRL,Yogi,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,TMSales17,2007.0,Fittings/Tubing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,TMSales17,2008.0,Directional Control Valves,Ferdi,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,TMSales8,1995.0,Fittings/Tubing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,Dance Central,TMSales5,2010.0,Vacuum Equipment,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,TMSales7,2003.0,Directional Control Valves,Kriston,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,TMSales20,2015.0,Electric Actuators,Bayu,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,TMSales6,2010.0,Fittings/Tubing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,TMSales1,,Directional Control Valves,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17
433,Rhythm Heaven,TMSales4,2008.0,Vacuum Equipment,Bayu,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,TMSales7,2001.0,Flow Control,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,TMSales4,2008.0,Lubrication,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,Animal Crossing,TMSales19,2001.0,Flow Control,Bayu,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,TMSales4,2008.0,Directional Control Valves,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
438,Sonic Rush,TMSales4,2005.0,Electric Actuators,Amin,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,TMSales6,2012.0,Rotary Actuators,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,TMSales18,2014.0,Rotary Actuators,Agus,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,TMSales7,2007.0,Air Cylinders,Amir,0.68,0.0,0.0,2.46,3.14
442,Spider-Man,TMSales13,2000.0,Directional Control Valves,Febby,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,TMSales13,1998.0,Switches/Sensors,Amir,2.14,0.86,0.0,0.13,3.12
444,Star Wars Episode I Racer,TMSales12,1999.0,Switches/Sensors,Bayu,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,TMSales4,2006.0,Vacuum Equipment,Bayu,0.91,1.0,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,TMSales6,2007.0,Fittings/Tubing,Andrias,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,TMSales2,1990.0,Fittings/Tubing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,Heavy Rain,TMSales6,2010.0,Lubrication,Ferdi,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,TMSales5,2010.0,Fittings/Tubing,Amir,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,TMSales5,2014.0,Air Cylinders,Amir,0.78,2.02,0.0,0.3,3.11
451,Dragon Ball Z: Budokai,TMSales7,2002.0,FRL,Kriston,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,TMSales7,2001.0,Air Cylinders,Amir,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,TMSales2,1986.0,Air Cylinders,Yaqub,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,TMSales5,2012.0,Rotary Actuators,Faisal,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,TMSales10,2013.0,Directional Control Valves,Bayu,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,TMSales3,1994.0,Electric Actuators,Bayu,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,TMSales15,2002.0,Flow Control,Amir,1.72,1.21,0.0,0.14,3.07
458,Mass Effect 3,TMSales5,2012.0,Fittings/Tubing,Amir,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,TMSales5,2008.0,Directional Control Valves,Febby,1.91,0.84,0.0,0.29,3.05
460,Far Cry 3,TMSales5,2012.0,Rotary Actuators,Andrias,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,TMSales1,2010.0,Electric Actuators,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,TMSales5,2008.0,Directional Control Valves,Yogi,1.94,0.8,0.02,0.27,3.03
463,Rayman,TMSales13,1995.0,Electric Actuators,Andrias,1.54,1.33,0.0,0.16,3.03
464,Killzone 2,TMSales6,2009.0,Rotary Actuators,Ferdi,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,TMSales14,2002.0,Directional Control Valves,Andrias,1.85,1.04,0.0,0.13,3.02
466,Mike Tyson's Punch-Out!!,TMSales2,1987.0,FRL,Bayu,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,TMSales7,2002.0,Air Cylinders,Yogi,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,TMSales18,2015.0,Rotary Actuators,Agus,2.38,0.32,0.0,0.31,3.0
469,NBA 2K13,TMSales5,2012.0,Air Cylinders,Faisal,2.6,0.21,0.01,0.19,3.0
470,Dragon Ball Z: Budokai Tenkaichi 3,TMSales7,2007.0,FRL,Kriston,1.15,0.0,0.76,1.09,3.0
